Source;Process Name;#;Sentence,Class
MadeHow;HeavyDuty Truck;7;(From the collections of Henry Ford Museum Greenfield Village),Irrelevant
MadeHow;HeavyDuty Truck;8;Here is a typical sequence of operation for the assembly of a heavyduty truck ,Irrelevant
MadeHow;HeavyDuty Truck;9;A pair of frame rails are selected from stock lengths of Cchannel,Relevant
MadeHow;HeavyDuty Truck;10;They are laid sidebyside and fed through an automatic drilling machine or punch to make holes for connecting crossmember brackets engine mounts and other framemounted components,Relevant
MadeHow;HeavyDuty Truck;11;A computer tells the machine the size and location of the required holes along the length of the frame rails,Relevant
MadeHow;HeavyDuty Truck;12;Small threaded studs are spot welded inside the Csection of the frame rails,Relevant
MadeHow;HeavyDuty Truck;13;The air lines for the brakes and the electrical wires for the lights and sensors are placed inside the frame rails and are secured with rubbercushioned clamps fastened to the studs,Relevant
MadeHow;HeavyDuty Truck;14;The brackets for the frame crossmembers are bolted in place using highstrength bolts or selfclinching fasteners,Relevant
MadeHow;HeavyDuty Truck;15;The left and right frame rails are then positioned opposite each other and the crossmembers are added,Relevant
MadeHow;HeavyDuty Truck;16;The frame now resembles a long ladder with the rails as the sides and the crossmembers as the rungs,Relevant
MadeHow;HeavyDuty Truck;17;Other framemounted components—such as engine mounts suspension brackets and air tanks—are bolted in place,Relevant
MadeHow;HeavyDuty Truck;18;The front and rear axles are fitted with the proper hubs (the round ends to which the wheels are attached) brakes and brake drums,Relevant
MadeHow;HeavyDuty Truck;19;The axles are clamped to the suspensions by means of long ubolts,Relevant
MadeHow;HeavyDuty Truck;20;Some suspensions use long leaf springs while others use inflated rubber air bags,Irrelevant
MadeHow;HeavyDuty Truck;21;The front and rear axles and suspensions are lifted into place and attached to the suspension brackets on the frame,Relevant
MadeHow;HeavyDuty Truck;22;The shock absorbers are attached between the axles and the frame,Relevant
MadeHow;HeavyDuty Truck;23;Up until this point the frame assembly is usually moved from station to station either manually or with overhead hoists,Irrelevant
MadeHow;HeavyDuty Truck;24;The frame is now placed on a moveable support and begins moving down the assembly line,Relevant
MadeHow;HeavyDuty Truck;25;The air tanks and brake chambers are connected to the air lines and the lights and sensors are connected to the proper wires,Relevant
MadeHow;HeavyDuty Truck;26;If the vehicle is to be a tractor the fifth wheel is lifted onto the frame and bolted into place,Relevant
MadeHow;HeavyDuty Truck;27;From this point on the frame assembly with the axles suspensions and framemounted components is referred to as the chassis,Relevant
MadeHow;HeavyDuty Truck;28;All components that are not to be painted are covered with masking tape or paper,Relevant
MadeHow;HeavyDuty Truck;29;The chassis then moves into a paint booth where it is painted with compressed air spray guns,Relevant
MadeHow;HeavyDuty Truck;30;Most truck manufacturers require that all component parts be received with a primer coat of paint so priming is not necessary,Relevant
MadeHow;HeavyDuty Truck;31;After the chassis has been thoroughly painted and visually checked it moves into a drying oven where a flow of hot air dries the paint,Relevant
MadeHow;HeavyDuty Truck;32;As it emerges from the oven the masking tape and paper are removed,Relevant
MadeHow;HeavyDuty Truck;33;The engine and transmission are brought into the plant alongside the assembly line,Relevant
MadeHow;HeavyDuty Truck;34;Almost all trucks now use diesel engines,Irrelevant
MadeHow;HeavyDuty Truck;35;The clutch is installed and the transmission is bolted onto the rear of the engine,Relevant
MadeHow;HeavyDuty Truck;36;The fan altemator and other engine components are installed and connected with hoses and electrical wiring,Relevant
MadeHow;HeavyDuty Truck;37;The finished enginetransmission package is then hoisted using lifting eyes that are part of the engine and is lowered onto the engine mounts in the chassis where it is bolted in place,Relevant
MadeHow;HeavyDuty Truck;38;The radiator assembly is bolted onto its brackets ahead of the engine,Relevant
MadeHow;HeavyDuty Truck;39;The fuel lines air hoses starter cables and coolant hoses are connected to the engine,Relevant
MadeHow;HeavyDuty Truck;40;The fuel tanks are secured to their frame brackets and connected to the fuel lines,Relevant
MadeHow;HeavyDuty Truck;41;Batteries are secured in the battery box but are not connected to prevent accidental sparking,Relevant
MadeHow;HeavyDuty Truck;42;The tires are mounted on the wheels at a workstation adjacent to the assembly HeavyDuty Truckline,Relevant
MadeHow;HeavyDuty Truck;43;Aluminum wheels are left natural or may be polished,Relevant
MadeHow;HeavyDuty Truck;44;Steel wheels are painted before the tires are mounted,Relevant
MadeHow;HeavyDuty Truck;45;The tires and wheels are mounted on the axle hubs and the lug nuts are tightened,Relevant
MadeHow;HeavyDuty Truck;46;At this point the truck is taken off its moveable supports and sits on its own tires,Relevant
MadeHow;HeavyDuty Truck;47;[Steps 1523 are performed in a separate area off the assembly line] 15 The cab and sleeper substructures are welded or fastened together in jigs to hold the pieces in place,Relevant
MadeHow;HeavyDuty Truck;48;The substructures give the cab and sleeper their strength and provides fastening points for the outer skin and the inner upholstery and trim,Relevant
MadeHow;HeavyDuty Truck;49;The outer skin pieces are welded or fastened in place,Relevant
MadeHow;HeavyDuty Truck;50;This includes the sides back floor and roof pieces,Relevant
MadeHow;HeavyDuty Truck;51;The joints between pieces are overlapped and sealed to prevent leaks,Relevant
MadeHow;HeavyDuty Truck;52;The cab and sleeper doors are secured to the hinges,Relevant
MadeHow;HeavyDuty Truck;53;The hood is usually a molded plastic piece and is shipped to the plant without any hardware attached,Relevant
MadeHow;HeavyDuty Truck;54;The hood is checked for rough surfaces and is sanded as required,Relevant
MadeHow;HeavyDuty Truck;55;The cab hood and sleeper for each truck are painted at the same time,Relevant
MadeHow;HeavyDuty Truck;56;The surfaces are cleaned and the areas that are not to be painted are masked off with paper or tape,Relevant
MadeHow;HeavyDuty Truck;57;If a paint design such as a different color stripe is specified the stripe area is painted first then the stripe is masked off and the main body color is applied on a second pass through the paint booth,Relevant
MadeHow;HeavyDuty Truck;58;After each pass the cab hood and sleeper go through a drying oven,Relevant
MadeHow;HeavyDuty Truck;59;After the final pass the masking is removed and the paint is visually inspected,Relevant
MadeHow;HeavyDuty Truck;60;In most plants the trucks move along an assembly line as components are added by different groups of workers at successive workstations,Relevant
MadeHow;HeavyDuty Truck;61;The truck starts with a frame assembly that acts as the backbone of the truck and finishes with the completed fully operational vehicle being driven off the end of the assembly line under its own power,Relevant
MadeHow;HeavyDuty Truck;62;The grille headlight brackets hood hinges and latches and the manufacturers emblem or name are installed on the hood,Relevant
MadeHow;HeavyDuty Truck;63;The finished hood is then stored alongside the assembly line,Relevant
MadeHow;HeavyDuty Truck;64;The exterior components of the cab and sleeper—the grab handles mirrors visors etc—are mounted before any work on the interior begins,Relevant
MadeHow;HeavyDuty Truck;65;The instrument panel is attached to the dashboard,Relevant
MadeHow;HeavyDuty Truck;66;The gauges warning lights and switches are installed and hooked up to the appropriate wires and hoses,Relevant
MadeHow;HeavyDuty Truck;67;The entire dashboard assembly is then installed in the cab along with the cab heater system and steering column,Relevant
MadeHow;HeavyDuty Truck;68;Pads of foam insulation are placed in the cab and sleeper walls and the interior upholstery pieces are secured in place on the walls and ceiling,Relevant
MadeHow;HeavyDuty Truck;69;Plastic trim pieces are screwed in place to cover exposed edges and seams,Relevant
MadeHow;HeavyDuty Truck;70;The floor is covered with a rubber mat or fabric carpet laminated to a soundabsorbing pad and the edges are secured,Relevant
MadeHow;HeavyDuty Truck;71;The seats are installed on top of the floor covering and secured with bolts into the main cab structure,Relevant
MadeHow;HeavyDuty Truck;72;The windshield and rear windows are carefully pressed into place,Relevant
